8001	14
8002	17
8003	11
8004	6
8005	1
8006	2
8007	16
8008	13
8009	18
8010	14
8011	6
8012	16
8013	6
8014	16
8015	8
8016	8
8017	8
8018	18
8019	13
8020	16
8021	14
8022	4
8023	16
8024	12
8025	9
8026	18
8027	18
8028	14
8029	14
8030	8
8031	0
8032	14
8033	2
8034	1
8035	2
8036	3
8037	13
8038	4
8039	13
8040	1
8041	18
8042	3
8043	18
8044	6
8045	8
8046	4
8047	4
8048	6
8049	14
8050	3
8051	6
8052	5
8053	13
8054	13
8055	0
8056	8
8057	6
8058	0
8059	18
8060	3
8061	9
8062	16
8063	11
8064	12
8065	6
8066	17
8067	18
8068	16
8069	14
8070	16
8071	18
8072	8
8073	1
8074	8
8075	18
8076	8
8077	18
8078	11
8079	6
8080	17
8081	2
8082	2
8083	0
8084	2
8085	14
8086	3
8087	14
8088	18
8089	9
8090	14
8091	8
8092	17
8093	4
8094	4
8095	18
8096	6
8097	14
8098	2
8099	6
8100	14
8101	14
8102	3
8103	8
8104	14
8105	1
8106	14
8107	1
8108	0
8109	3
8110	13
8111	14
8112	4
8113	14
8114	3
8115	18
8116	1
8117	16
8118	18
8119	13
8120	3
8121	6
8122	17
8123	8
8124	18
8125	14
8126	9
8127	18
8128	0
8129	3
8130	4
8131	10
8132	14
8133	2
8134	17
8135	4
8136	11
8137	13
8138	13
8139	8
8140	13
8141	11
8142	8
8143	18
8144	8
8145	13
8146	11
8147	4
8148	18
8149	11
8150	0
8151	16
8152	13
8153	13
8154	14
8155	14
8156	17
8157	2
8158	18
8159	0
8160	15
8161	14
8162	8
8163	8
8164	17
8165	6
8166	4
8167	13
8168	13
8169	8
8170	11
8171	6
8172	12
8173	8
8174	3
8175	1
8176	18
8177	6
8178	8
8179	2
8180	14
8181	6
8182	4
8183	11
8184	17
8185	4
8186	13
8187	6
8188	3
8189	15
8190	3
8191	0
8192	18
8193	18
8194	14
8195	14
8196	0
8197	9
8198	6
8199	6
8200	8
8201	2
8202	4
8203	12
8204	16
8205	6
8206	2
8207	3
8208	5
8209	13
8210	13
8211	2
8212	8
8213	6
8214	11
8215	9
8216	5
8217	4
8218	13
8219	1
8220	14
8221	4
8222	18
8223	14
8224	15
8225	2
8226	18
8227	4
8228	13
8229	16
8230	18
8231	8
8232	2
8233	14
8234	1
8235	5
8236	1
8237	18
8238	2
8239	0
8240	1
8241	16
8242	4
8243	2
8244	3
8245	16
8246	17
8247	2
8248	2
8249	8
8250	6
8251	2
8252	8
8253	0
8254	2
8255	0
8256	18
8257	1
8258	16
8259	11
8260	11
8261	14
8262	6
8263	9
8264	15
8265	1
8266	6
8267	14
8268	3
8269	18
8270	18
8271	18
8272	18
8273	15
8274	13
8275	16
8276	6
8277	14
8278	11
8279	18
8280	16
8281	2
8282	6
8283	3
8284	18
8285	14
8286	4
8287	13
8288	1
8289	18
8290	14
8291	2
8292	14
8293	2
8294	2
8295	8
8296	8
8297	6
8298	6
8299	18
8300	18
8301	18
8302	18
8303	3
8304	6
8305	6
8306	14
8307	16
8308	16
8309	14
8310	17
8311	18
8312	1
8313	14
8314	16
8315	15
8316	18
8317	4
8318	4
8319	6
8320	11
8321	6
8322	13
8323	12
8324	6
8325	3
8326	18
8327	15
8328	14
8329	14
8330	16
8331	13
8332	14
8333	18
8334	1
8335	13
8336	0
8337	6
8338	18
8339	8
8340	4
8341	14
8342	4
8343	11
8344	6
8345	4
8346	4
8347	3
8348	18
8349	13
8350	2
8351	4
8352	13
8353	14
8354	15
8355	4
8356	3
8357	0
8358	11
8359	13
8360	3
8361	1
8362	9
8363	8
8364	11
8365	14
8366	3
8367	6
8368	6
8369	15
8370	18
8371	2
8372	2
8373	1
8374	17
8375	6
8376	6
8377	0
8378	17
8379	18
8380	18
8381	10
8382	1
8383	6
8384	18
8385	8
8386	3
8387	17
8388	2
8389	14
8390	3
8391	1
8392	3
8393	8
8394	8
8395	2
8396	14
8397	18
8398	6
8399	18
8400	1
8401	6
8402	1
8403	1
8404	1
8405	1
8406	2
8407	18
8408	9
8409	1
8410	6
8411	1
8412	5
8413	18
8414	6
8415	13
8416	3
8417	0
8418	4
8419	5
8420	14
8421	2
8422	2
8423	6
8424	11
8425	3
8426	16
8427	2
8428	13
8429	2
8430	8
8431	3
8432	8
8433	13
8434	18
8435	18
8436	3
8437	15
8438	3
8439	1
8440	14
8441	17
8442	2
8443	2
8444	3
8445	4
8446	2
8447	15
8448	17
8449	8
8450	18
8451	16
8452	13
8453	18
8454	18
8455	1
8456	4
8457	6
8458	16
8459	11
8460	6
8461	17
8462	11
8463	6
8464	4
8465	4
8466	16
8467	6
8468	6
8469	1
8470	2
8471	0
8472	2
8473	1
8474	4
8475	18
8476	0
8477	3
8478	8
8479	14
8480	14
8481	6
8482	13
8483	16
8484	18
8485	16
8486	0
8487	18
8488	16
8489	1
8490	4
8491	18
8492	2
8493	1
8494	1
8495	15
8496	6
8497	6
8498	1
8499	2
8500	0
8501	18
8502	4
8503	1
8504	8
8505	4
8506	6
8507	13
8508	18
8509	1
8510	18
8511	11
8512	0
8513	15
8514	14
8515	18
8516	14
8517	8
8518	0
8519	17
8520	1
8521	1
8522	12
8523	1
8524	11
8525	8
8526	6
8527	2
8528	4
8529	4
8530	17
8531	6
8532	15
8533	16
8534	1
8535	8
8536	0
8537	13
8538	13
8539	13
8540	1
8541	16
8542	0
8543	8
8544	14
8545	11
8546	8
8547	11
8548	18
8549	2
8550	3
8551	18
8552	6
8553	14
8554	4
8555	9
8556	0
8557	8
8558	6
8559	17
8560	8
8561	3
8562	8
8563	14
8564	14
8565	18
8566	6
8567	11
8568	6
8569	0
8570	13
8571	18
8572	13
8573	14
8574	2
8575	6
8576	4
8577	13
8578	13
8579	14
8580	14
8581	18
8582	18
8583	13
8584	3
8585	15
8586	3
8587	8
8588	14
8589	14
8590	13
8591	1
8592	18
8593	16
8594	8
8595	16
8596	0
8597	14
8598	6
8599	3
8600	13
8601	16
8602	1
8603	1
8604	14
8605	2
8606	14
8607	18
8608	1
8609	3
8610	8
8611	14
8612	8
8613	5
8614	14
8615	18
8616	2
8617	18
8618	6
8619	6
8620	8
8621	1
8622	2
8623	0
8624	2
8625	14
8626	8
8627	13
8628	14
8629	18
8630	6
8631	6
8632	3
8633	0
8634	18
8635	8
8636	5
8637	3
8638	5
8639	6
8640	8
8641	1
8642	17
8643	6
8644	18
8645	6
8646	2
8647	18
8648	1
8649	12
8650	14
8651	14
8652	18
8653	8
8654	4
8655	0
8656	13
8657	18
8658	18
8659	0
8660	14
8661	16
8662	8
8663	6
8664	16
8665	3
8666	3
8667	2
8668	18
8669	13
8670	6
8671	4
8672	14
8673	17
8674	3
8675	2
8676	14
8677	3
8678	3
8679	3
8680	6
8681	1
8682	14
8683	13
8684	3
8685	2
8686	18
8687	18
8688	8
8689	4
8690	1
8691	18
8692	2
8693	4
8694	14
8695	4
8696	12
8697	11
8698	6
8699	8
8700	17
8701	13
8702	2
8703	3
8704	0
8705	0
8706	18
8707	5
8708	1
8709	8
8710	18
8711	14
8712	6
8713	18
8714	13
8715	4
8716	14
8717	17
8718	6
8719	4
8720	1
8721	11
8722	17
8723	17
8724	3
8725	14
8726	4
8727	11
8728	4
8729	13
8730	2
8731	1
8732	11
8733	8
8734	8
8735	2
8736	0
8737	18
8738	4
8739	1
8740	0
8741	13
8742	6
8743	6
8744	17
8745	1
8746	2
8747	8
8748	0
8749	8
8750	6
8751	13
8752	0
8753	2
8754	1
8755	6
8756	16
8757	6
8758	6
8759	18
8760	6
8761	8
8762	8
8763	4
8764	0
8765	2
8766	1
8767	15
8768	16
8769	16
8770	4
8771	4
8772	6
8773	16
8774	1
8775	1
8776	11
8777	4
